date,price
2019-11-27,3327.6
2019-11-28,3341.9
2019-11-29,3372.2
2019-11-30,3372.2
2019-12-01,2909.3
2019-12-02,2967.9
2019-12-03,2907.9
2019-12-04,2865.0
2019-12-05,2886.8
2019-12-06,2971.1
2019-12-07,3113.0
2019-12-08,3459.0
2019-12-09,3415.1
2019-12-10,3391.9
2019-12-11,3362.9
2019-12-12,3327.8
2019-12-13,3352.8
2019-12-14,3348.0
2019-12-15,3348.0
2019-12-16,3360.0
2019-12-17,3363.9
2019-12-18,3362.3
2019-12-19,3382.4
2019-12-20,3371.8
2019-12-21,3373.7
2019-12-22,3375.1
2019-12-23,3398.0
2019-12-24,3431.0
2019-12-25,3428.0
2019-12-26,3455.9
2019-12-27,3468.9
2019-12-28,3464.2
2019-12-29,3464.2
2019-12-30,3469.4
2019-12-31,3477.3
2020-01-01,3477.6
2020-01-02,3649.3
2020-01-03,3672.8
2020-01-04,3909.0
2020-01-05,4145.9
2020-01-06,4216.3
2020-01-07,4293.3
2020-01-08,4748.0
2020-01-09,4621.7
2020-01-10,4481.0
2020-01-11,4505.3
2020-01-12,4280.8
2020-01-13,3516.1
2020-01-14,3517.2
2020-01-15,3529.0
2020-01-16,3536.5
2020-01-17,3559.0
2020-01-18,3550.6
2020-01-19,3550.6
2020-01-20,3558.8
2020-01-21,3562.4
2020-01-22,3555.4
2020-01-23,3582.8
2020-01-24,3596.1
2020-01-25,3596.1
2020-01-26,3596.1
2020-01-27,3625.8
2020-01-28,3588.7
2020-01-29,3607.6
2020-01-30,3625.1
2020-01-31,3646.3
2020-02-01,3495.6
2020-02-02,3649.3
2020-02-03,3716.3
2020-02-04,3951.9
2020-02-05,4140.0
2020-02-06,4160.6
2020-02-07,4260.9
2020-02-08,4748.0
2020-02-09,4565.8
2020-02-10,4474.3
2020-02-11,4530.2
2020-02-12,4330.2
2020-02-13,3607.3
2020-02-14,3636.2
2020-02-15,3638.5
2020-02-16,3638.5
2020-02-17,3621.3
2020-02-18,3678.5
2020-02-19,3696.1
2020-02-20,3741.4
2020-02-21,3796.0
2020-02-22,3792.9
2020-02-23,3792.9
2020-02-24,3830.1
2020-02-25,3801.8
2020-02-26,3790.1
2020-02-27,3772.9
2020-02-28,3670.3
2020-02-29,3672.8
2020-03-01,3565.4
2020-03-02,3610.8
2020-03-03,3844.6
2020-03-04,3979.1
2020-03-05,4127.5
2020-03-06,4106.5
2020-03-07,4255.0
2020-03-08,4769.8
2020-03-09,4553.6
2020-03-10,4472.6
2020-03-11,4572.6
2020-03-12,4364.6
2020-03-13,3601.7
2020-03-14,3631.3
2020-03-15,3631.3
2020-03-16,3569.3
2020-03-17,3633.9
2020-03-18,3591.5
2020-03-19,3544.1
2020-03-20,3607.3
2020-03-21,3635.0
2020-03-22,3635.0
2020-03-23,3814.2
2020-03-24,3969.8
2020-03-25,3915.0
2020-03-26,3907.8
2020-03-27,3895.9
2020-03-28,3894.1
2020-03-29,3925.1
2020-03-30,3927.5
2020-03-31,3818.4
2020-04-01,3573.5
2020-04-02,3545.5
2020-04-03,3869.8
2020-04-04,3974.0
2020-04-05,4138.5
2020-04-06,4160.7
2020-04-07,4254.4
2020-04-08,4855.5
2020-04-09,4543.7
2020-04-10,4472.6
2020-04-11,4524.6
2020-04-12,4350.3
2020-04-13,4204.1
2020-04-14,4208.7
2020-04-15,4225.1
2020-04-16,4241.4
2020-04-17,4142.3
2020-04-18,4135.6
2020-04-19,4135.6
2020-04-20,4175.3
2020-04-21,4160.1
2020-04-22,4211.3
2020-04-23,4229.7
2020-04-24,4237.0
2020-04-25,4230.5
2020-04-26,4229.4
2020-04-27,4193.5
2020-04-28,4175.6
2020-04-29,4146.5
2020-04-30,4082.6
2020-05-01,3573.5
2020-05-02,3559.0
2020-05-03,3962.8
2020-05-04,3974.0
2020-05-05,4154.1
2020-05-06,4080.3
2020-05-07,4254.4
2020-05-08,4895.8
2020-05-09,4544.8
2020-05-10,4485.7
2020-05-11,4631.0
2020-05-12,4353.6
2020-05-13,4153.4
2020-05-14,4190.8
2020-05-15,4244.3
2020-05-16,4248.9
2020-05-17,4248.9
2020-05-18,4207.7
2020-05-19,4244.3
2020-05-20,4244.0
2020-05-21,4189.2
2020-05-22,4233.1
2020-05-23,4235.4
2020-05-24,4235.4
2020-05-25,4211.3
2020-05-26,4153.1
2020-05-27,4172.6
2020-05-28,4175.8
2020-05-29,4194.8
2020-05-30,4198.0
2020-05-31,4198.0
2020-06-01,3606.9
2020-06-02,3582.5
2020-06-03,4018.7
2020-06-04,4063.1
2020-06-05,4126.2
2020-06-06,4086.5
2020-06-07,4278.5
2020-06-08,4966.3
2020-06-09,4544.8
2020-06-10,4456.8
2020-06-11,4636.9
2020-06-12,4353.6
2020-06-13,4222.9
2020-06-14,4222.9
2020-06-15,4205.3
2020-06-16,4233.9
2020-06-17,4232.4
2020-06-18,4229.5
2020-06-19,4267.7
2020-06-20,4263.4
2020-06-21,4263.4
2020-06-22,4273.2
2020-06-23,4302.3
2020-06-24,4294.9
2020-06-25,4275.3
2020-06-26,4298.7
2020-06-27,4297.5
2020-06-28,4297.5
2020-06-29,4294.9
2020-06-30,4320.0
2020-07-01,3625.4
2020-07-02,3607.7
2020-07-03,3977.1
2020-07-04,4015.8
2020-07-05,4176.9
2020-07-06,4086.5
2020-07-07,4320.2
2020-07-08,4892.1
2020-07-09,4547.1
2020-07-10,4443.8
2020-07-11,4636.1
2020-07-12,4403.2
2020-07-13,4349.9
2020-07-14,4376.6
2020-07-15,4370.0
2020-07-16,4335.4
2020-07-17,4355.8
2020-07-18,4352.3
2020-07-19,4352.3
2020-07-20,4362.2
2020-07-21,4403.8
2020-07-22,4475.2
2020-07-23,4533.9
2020-07-24,4564.1
2020-07-25,4561.9
2020-07-26,4561.9
2020-07-27,4651.8
2020-07-28,4696.5
2020-07-29,4727.9
2020-07-30,4693.7
2020-07-31,4751.7
2020-08-01,3564.6
2020-08-02,3605.0
2020-08-03,3977.1
2020-08-04,4011.8
2020-08-05,4134.1
2020-08-06,4112.0
2020-08-07,4351.7
2020-08-08,4894.1
2020-08-09,4571.2
2020-08-10,4455.9
2020-08-11,4636.1
2020-08-12,4427.9
2020-08-13,4692.7
2020-08-14,4668.1
2020-08-15,4672.6
2020-08-16,4672.6
2020-08-17,4763.9
2020-08-18,4793.0
2020-08-19,4667.9
2020-08-20,4700.9
2020-08-21,4666.1
2020-08-22,4660.4
2020-08-23,4660.4
2020-08-24,4585.5
2020-08-25,4597.6
2020-08-26,4655.5
2020-08-27,4570.9
2020-08-28,4614.3
2020-08-29,4611.1
2020-08-30,4611.1
2020-08-31,4640.6
2020-09-01,3548.9
2020-09-02,3605.0
2020-09-03,4004.7
2020-09-04,4107.2
2020-09-05,4131.6
2020-09-06,4156.4
2020-09-07,4349.2
2020-09-08,4890.5
2020-09-09,4585.2
2020-09-10,4516.5
2020-09-11,4436.8
2020-09-12,4346.1
2020-09-13,4579.2
2020-09-14,4613.7
2020-09-15,4616.2
2020-09-16,4626.1
2020-09-17,4592.2
2020-09-18,4609.0
2020-09-19,4608.7
2020-09-20,4608.7
2020-09-21,4512.7
2020-09-22,4485.3
2020-09-23,4410.5
2020-09-24,4421.2
2020-09-25,4402.9
2020-09-26,4403.1
2020-09-27,4403.1
2020-09-28,4457.6
2020-09-29,4490.5
2020-09-30,4458.7
2020-10-01,3550.7
2020-10-02,3603.1
2020-10-03,3890.1
2020-10-04,4118.1
2020-10-05,4133.3
2020-10-06,4221.5
2020-10-07,4341.1
2020-10-08,4869.1
2020-10-09,4586.4
2020-10-10,4519.3
2020-10-11,4473.6
2020-10-12,4343.3
2020-10-13,4460.7
2020-10-14,4473.4
2020-10-15,4493.3
2020-10-16,4478.6
2020-10-17,4476.7
2020-10-18,4476.7
2020-10-19,4481.0
2020-10-20,4503.8
2020-10-21,4550.4
2020-10-22,4505.0
2020-10-23,4509.9
2020-10-24,4509.9
2020-10-25,4509.9
2020-10-26,4517.4
2020-10-27,4521.0
2020-10-28,4470.4
2020-10-29,4466.5
2020-10-30,4494.4
2020-10-31,4499.6
2020-11-01,3559.6
2020-11-02,3590.7
2020-11-03,3894.9
2020-11-04,4119.0
2020-11-05,4137.8
2020-11-06,4224.5
2020-11-07,4341.7
2020-11-08,4594.8
2020-11-09,4579.2
2020-11-10,4519.3
2020-11-11,4457.2
2020-11-12,4350.1
2020-11-13,4514.3
2020-11-14,4516.7
2020-11-15,4516.7
2020-11-16,4505.2
2020-11-17,4507.5
2020-11-18,4457.8
2020-11-19,4435.3
2020-11-20,4458.0
2020-11-21,4454.5
2020-11-22,4454.5
2020-11-23,4382.7
2020-11-24,4284.4
2020-11-25,4282.7
2020-11-26,4286.9
2020-11-27,4241.1
2020-11-28,4242.4
2020-11-29,4242.4
2020-11-30,4230.6
2020-12-01,3559.6
2020-12-02,3582.1
2020-12-03,3745.9
2020-12-04,4119.0
2020-12-05,4113.1
2020-12-06,4222.5
2020-12-07,4341.7
2020-12-08,4593.8
2020-12-09,4579.2
2020-12-10,4526.1
2020-12-11,4496.9
2020-12-12,4355.1
2020-12-13,4355.1
2020-12-14,4313.6
2020-12-15,4368.2
2020-12-16,4406.2
2020-12-17,4447.9
2020-12-18,4437.8
2020-12-19,4443.1
2020-12-20,4443.1
2020-12-21,4454.2
2020-12-22,4423.1
2020-12-23,4434.4
2020-12-24,4439.3
2020-12-25,4437.9
2020-12-26,4437.9
2020-12-27,4455.5
2020-12-28,4424.6
2020-12-29,4427.6
2020-12-30,4441.9
2020-12-31,4440.4
2021-01-01,4443.1
2021-01-02,4365.3
2021-01-03,4050.3
2021-01-04,4065.8
2021-01-05,4207.6
2021-01-06,4441.9
2021-01-07,4250.0
2021-01-08,4331.1
2021-01-09,4249.7
2021-01-10,4186.7
2021-01-11,4308.2
2021-01-12,4285.9
2021-01-13,4351.8
2021-01-14,4329.9
2021-01-15,4293.7
2021-01-16,4289.1
2021-01-17,4291.0
2021-01-18,4317.4
2021-01-19,4321.6
2021-01-20,4374.2
2021-01-21,4378.5
2021-01-22,4349.4
2021-01-23,4345.3
2021-01-24,4345.3
2021-01-25,4345.8
2021-01-26,4334.2
2021-01-27,4315.4
2021-01-28,4311.3
2021-01-29,4329.2
2021-01-30,4326.4
2021-01-31,4326.4
2021-02-01,4443.0
2021-02-02,4298.2
2021-02-03,4081.4
2021-02-04,4089.1
2021-02-05,4207.6
2021-02-06,4469.7
2021-02-07,4275.5
2021-02-08,4327.7
2021-02-09,4243.4
2021-02-10,4190.7
2021-02-11,4282.6
2021-02-12,4255.9
2021-02-13,4251.6
2021-02-14,4251.6
2021-02-15,4240.6
2021-02-16,4200.3
2021-02-17,4141.9
2021-02-18,4135.3
2021-02-19,4146.0
2021-02-20,4155.2
2021-02-21,4155.4
2021-02-22,4202.5
2021-02-23,4193.6
2021-02-24,4176.3
2021-02-25,4147.9
2021-02-26,4089.1
2021-02-27,4097.9
2021-02-28,4097.9
2021-03-01,4443.0
2021-03-02,4284.0
2021-03-03,4023.2
2021-03-04,4089.0
2021-03-05,4246.1
2021-03-06,4387.3
2021-03-07,4273.7
2021-03-08,4313.9
2021-03-09,4284.2
2021-03-10,4190.7
2021-03-11,4234.6
2021-03-12,4310.6
2021-03-13,4029.9
2021-03-14,4030.0
2021-03-15,4029.1
2021-03-16,4030.5
2021-03-17,4050.3
2021-03-18,4049.6
2021-03-19,4051.8
2021-03-20,4058.6
2021-03-21,4058.6
2021-03-22,4039.1
2021-03-23,4026.9
2021-03-24,4043.5
2021-03-25,4025.0
2021-03-26,4030.7
2021-03-27,4028.9
2021-03-28,4028.9
2021-03-29,3996.0
2021-03-30,3965.3
2021-03-31,4013.2
2021-04-01,4554.1
2021-04-02,4204.2
2021-04-03,3989.6
2021-04-04,4089.0
2021-04-05,4212.6
2021-04-06,4426.9
2021-04-07,4273.7
2021-04-08,4315.7
2021-04-09,4282.8
2021-04-10,4231.2
2021-04-11,4291.6
2021-04-12,4306.8
2021-04-13,4211.9
2021-04-14,4183.5
2021-04-15,4233.5
2021-04-16,4250.2
2021-04-17,4249.9
2021-04-18,4249.2
2021-04-19,4257.6
2021-04-20,4304.0
2021-04-21,4338.2
2021-04-22,4302.6
2021-04-23,4269.6
2021-04-24,4271.1
2021-04-25,4271.1
2021-04-26,4274.8
2021-04-27,4252.9
2021-04-28,4252.5
2021-04-29,4221.7
2021-04-30,4205.7
2021-05-01,4580.3
2021-05-02,4231.8
2021-05-03,3989.7
2021-05-04,4063.8
2021-05-05,4230.4
2021-05-06,4426.4
2021-05-07,4273.8
2021-05-08,4304.8
2021-05-09,4282.8
2021-05-10,4213.0
2021-05-11,4327.9
2021-05-12,4306.8
2021-05-13,4308.5
2021-05-14,4333.1
2021-05-15,4336.7
2021-05-16,4336.7
2021-05-17,4387.9
2021-05-18,4386.1
2021-05-19,4397.9
2021-05-20,4400.6
2021-05-21,4399.4
2021-05-22,4401.8
2021-05-23,4401.8
2021-05-24,4407.9
2021-05-25,4440.7
2021-05-26,4422.8
2021-05-27,4429.9
2021-05-28,4425.3
2021-05-29,4424.7
2021-05-30,4424.7
2021-05-31,4438.8
2021-06-01,4512.6
2021-06-02,4238.8
2021-06-03,3995.4
2021-06-04,4111.6
2021-06-05,4287.7
2021-06-06,4426.4
2021-06-07,4313.3
2021-06-08,4196.8
2021-06-09,4280.0
2021-06-10,4233.8
2021-06-11,4330.1
2021-06-12,4303.5
2021-06-13,4413.6
2021-06-14,4385.5
2021-06-15,4377.7
2021-06-16,4333.0
2021-06-17,4225.2
2021-06-18,4195.3
2021-06-19,4199.7
2021-06-20,4199.7
2021-06-21,4243.2
2021-06-22,4232.7
2021-06-23,4232.3
2021-06-24,4225.8
2021-06-25,4238.9
2021-06-26,4242.3
2021-06-27,4244.4
2021-06-28,4241.7
2021-06-29,4197.8
2021-06-30,4224.7
2021-07-01,4522.6
2021-07-02,4238.8
2021-07-03,3995.4
2021-07-04,4149.0
2021-07-05,4310.8
2021-07-06,4439.6
2021-07-07,4330.3
2021-07-08,4201.7
2021-07-09,4225.6
2021-07-10,4217.8
2021-07-11,4330.1
2021-07-12,4324.3
2021-07-13,4332.6
2021-07-14,4368.3
2021-07-15,4376.7
2021-07-16,4340.7
2021-07-17,4341.2
2021-07-18,4341.2
2021-07-19,4360.4
2021-07-20,4332.1
2021-07-21,4310.6
2021-07-22,4319.0
2021-07-23,4304.1
2021-07-24,4306.7
2021-07-25,4306.7
2021-07-26,4294.3
2021-07-27,4308.6
2021-07-28,4317.7
2021-07-29,4357.9
2021-07-30,4331.7
2021-07-31,4331.1
2021-08-01,4347.3
2021-08-02,4293.9
2021-08-03,3967.3
2021-08-04,4203.8
2021-08-05,4306.9
2021-08-06,4436.3
2021-08-07,4327.2
2021-08-08,4217.0
2021-08-09,4236.8
2021-08-10,4230.2
2021-08-11,4331.7
2021-08-12,4324.5
2021-08-13,4236.0
2021-08-14,4239.8
2021-08-15,4239.8
2021-08-16,4255.5
2021-08-17,4261.3
2021-08-18,4259.9
2021-08-19,4254.5
2021-08-20,4250.5
2021-08-21,4248.4
2021-08-22,4251.2
2021-08-23,4293.4
2021-08-24,4293.8
2021-08-25,4259.5
2021-08-26,4266.1
2021-08-27,4292.6
2021-08-28,4287.1
2021-08-29,4287.1
2021-08-30,4260.6
2021-08-31,4252.5
2021-09-01,4351.3
2021-09-02,4297.9
2021-09-03,4017.1
2021-09-04,4180.6
2021-09-05,4306.9
2021-09-06,4425.4
2021-09-07,4325.0
2021-09-08,4135.9
2021-09-09,4236.9
2021-09-10,4238.0
2021-09-11,4360.0
2021-09-12,4313.0
2021-09-13,4235.7
2021-09-14,4268.9
2021-09-15,4230.7
2021-09-16,4141.4
2021-09-17,4142.1
2021-09-18,4150.6
2021-09-19,4150.6
2021-09-20,4173.9
2021-09-21,4202.1
2021-09-22,4188.3
2021-09-23,4142.4
2021-09-24,4138.7
2021-09-25,4147.6
2021-09-26,4147.6
2021-09-27,4145.2
2021-09-28,4127.3
2021-09-29,4117.8
2021-09-30,4186.3
2021-10-01,4351.3
2021-10-02,4304.8
2021-10-03,4024.4
2021-10-04,4183.6
2021-10-05,4334.4
2021-10-06,4449.4
2021-10-07,4324.1
2021-10-08,4129.6
2021-10-09,4220.8
2021-10-10,4238.0
2021-10-11,4409.3
2021-10-12,4333.2
2021-10-13,4331.0
2021-10-14,4327.4
2021-10-15,4259.8
2021-10-16,4252.0
2021-10-17,4252.0
2021-10-18,4262.3
2021-10-19,4266.9
2021-10-20,4287.3
2021-10-21,4288.1
2021-10-22,4318.0
2021-10-23,4315.0
2021-10-24,4314.9
2021-10-25,4350.9
2021-10-26,4316.7
2021-10-27,4330.2
2021-10-28,4318.4
2021-10-29,4290.6
2021-10-30,4289.6
2021-10-31,4289.6
2021-11-01,4357.2
2021-11-02,4257.8
2021-11-03,4022.9
2021-11-04,4183.6
2021-11-05,4328.2
2021-11-06,4409.5
2021-11-07,4324.1
2021-11-08,4172.5
2021-11-09,4219.4
2021-11-10,4242.8
2021-11-11,4441.1
2021-11-12,4333.5
2021-11-13,4450.7
2021-11-14,4450.7
2021-11-15,4455.6
2021-11-16,4421.4
2021-11-17,4443.8
2021-11-18,4423.3
2021-11-19,4410.1
2021-11-20,4404.2
2021-11-21,4404.2
2021-11-22,4311.2
2021-11-23,4275.0
2021-11-24,4273.5
2021-11-25,4278.3
2021-11-26,4315.7
2021-11-27,4318.9
2021-11-28,4318.9
2021-11-29,4303.9
2021-11-30,4277.0
2021-12-01,4353.2
2021-12-02,4238.1
2021-12-03,4017.1
2021-12-04,4170.4
2021-12-05,4305.5
2021-12-06,4413.6
2021-12-07,4319.4
2021-12-08,4181.5
2021-12-09,4219.4
2021-12-10,4264.7
2021-12-11,4448.9
2021-12-12,4333.5
2021-12-13,4351.4
2021-12-14,4328.2
2021-12-15,4348.7
2021-12-16,4399.8
2021-12-17,4394.4
2021-12-18,4389.5
2021-12-19,4389.5
2021-12-20,4354.1
2021-12-21,4346.5
